current_speed,speed_limit,weather_code,visibility_km,road_type,hour_of_day,violation,recommended_speed
109.9,80,5,4.6,2,12,1,55
110.9,80,0,10.0,2,6,1,80
101.8,120,1,7.3,0,6,0,120
34.4,60,1,8.8,3,5,0,60
94.7,120,2,4.7,0,7,0,110
91.7,80,0,10.4,2,11,1,80
33.8,60,0,9.6,3,23,0,60
95.5,80,0,10.0,2,17,1,80
86.0,100,2,5.6,1,22,0,90
42.2,60,0,9.3,3,14,0,60
78.8,100,1,9.0,1,15,0,100
32.8,60,0,9.1,3,0,0,60
89.9,60,4,2.1,3,9,1,45
145.5,100,5,4.8,1,14,1,75
5.0,30,1,8.9,4,23,0,30
112.3,100,1,7.5,1,12,1,100
5.0,30,0,9.3,4,18,0,30
113.3,120,0,10.4,0,12,0,120
138.7,100,0,9.1,1,8,1,100
73.8,100,2,5.0,1,20,0,90
138.3,120,1,8.6,0,15,1,120
52.0,60,5,4.1,3,22,1,35
44.4,60,1,7.4,3,13,0,60
49.7,60,2,5.0,3,22,0,50
87.9,100,1,8.8,1,8,0,100
88.0,80,1,8.2,2,17,1,80
41.3,60,0,10.4,3,3,0,60
53.9,80,1,7.7,2,11,0,80
54.6,60,1,7.4,3,23,0,60
109.2,60,2,4.5,3,4,1,50
105.7,120,5,4.1,0,10,1,95
48.9,60,0,9.6,3,4,0,60
39.9,60,0,10.1,3,18,0,60
39.7,60,1,8.4,3,20,0,60
142.1,100,1,8.5,1,6,1,100
86.5,100,0,9.3,1,3,0,100
70.3,80,3,3.5,2,7,1,60
77.9,100,5,4.3,1,5,1,75
78.0,100,5,3.0,1,5,1,75
70.1,60,0,9.1,3,21,1,60
90.9,60,4,2.3,3,3,1,45
52.5,60,2,4.8,3,13,1,50
110.5,100,1,7.3,1,2,1,100
78.0,30,1,7.1,4,9,1,30
96.3,100,4,1.3,1,21,1,85
40.4,60,1,8.9,3,5,0,60
21.9,30,1,8.5,4,17,0,30
90.6,60,1,8.1,3,9,1,60
21.6,30,1,8.9,4,8,0,30
77.0,60,0,10.2,3,15,1,60
89.2,100,4,2.5,1,19,1,85
71.7,100,2,4.6,1,3,0,90
75.3,100,2,5.2,1,10,0,90
149.9,120,0,9.3,0,11,1,120
47.4,60,2,4.8,3,23,0,50
117.8,100,0,9.1,1,18,1,100
34.7,60,0,9.4,3,9,0,60
77.5,80,1,7.1,2,6,0,80
53.8,80,1,7.8,2,6,0,80
28.1,30,1,8.7,4,17,0,30
72.8,100,0,9.8,1,2,0,100
50.7,60,1,8.7,3,11,0,60
30.5,60,0,10.3,3,13,0,60
75.7,100,5,4.0,1,19,1,75
125.3,80,1,7.5,2,1,1,80
52.5,80,2,5.8,2,8,0,70
35.0,60,0,9.1,3,9,0,60
96.8,60,0,10.4,3,5,1,60
92.6,80,5,4.2,2,16,1,55
41.9,60,0,9.9,3,14,0,60
97.3,100,1,7.5,1,0,0,100
75.6,60,2,4.9,3,23,1,50
63.3,30,0,10.7,4,21,1,30
5.0,30,3,3.7,4,12,0,20
74.7,60,1,8.9,3,9,1,60
53.6,80,0,9.6,2,11,0,80
74.8,30,0,9.8,4,22,1,30
56.4,80,0,9.0,2,21,0,80
53.5,60,4,2.9,3,15,1,45
73.5,100,2,4.7,1,1,0,90
14.4,30,0,9.8,4,2,0,30
38.7,60,0,10.8,3,7,0,60
58.3,60,2,5.1,3,19,1,50
107.3,120,1,8.1,0,14,0,120
107.4,60,1,7.4,3,23,1,60
49.9,60,1,8.0,3,18,0,60
37.4,60,0,10.8,3,17,0,60
96.7,100,2,5.1,1,22,1,90
52.6,80,5,3.5,2,0,0,55
103.7,120,0,9.1,0,18,0,120
60.2,80,1,7.7,2,1,0,80
72.6,100,1,8.1,1,4,0,100
99.0,100,1,7.1,1,17,0,100
114.1,100,0,10.2,1,15,1,100
145.0,100,3,3.0,1,9,1,80
119.0,120,1,8.6,0,20,0,120
5.0,30,1,7.1,4,2,0,30
55.1,80,0,10.6,2,9,0,80
113.0,80,0,10.0,2,23,1,80
117.1,80,0,9.7,2,12,1,80
107.1,60,2,5.9,3,20,1,50
12.2,30,0,9.3,4,9,0,30
74.3,100,2,5.1,1,10,0,90
82.6,100,1,7.6,1,6,0,100
79.3,30,1,8.1,4,1,1,30
65.5,80,1,8.1,2,18,0,80
106.9,120,1,7.2,0,17,0,120
135.3,120,0,10.3,0,10,1,120
139.5,120,0,10.3,0,16,1,120
69.3,30,2,5.5,4,2,1,20
75.5,100,2,4.2,1,19,0,90
10.3,30,0,9.6,4,11,0,30
5.0,30,1,8.3,4,1,0,30
91.0,60,0,9.3,3,0,1,60
102.0,120,0,10.4,0,8,0,120
119.6,120,0,9.1,0,21,0,120
87.8,80,4,1.7,2,23,1,65
69.4,80,0,10.7,2,18,0,80
49.6,60,0,10.5,3,7,0,60
86.7,80,0,10.3,2,8,1,80
23.0,30,0,10.7,4,6,0,30
51.3,80,2,5.4,2,3,0,70
48.8,60,0,10.0,3,21,0,60
29.2,30,0,11.0,4,15,0,30
107.8,120,2,5.4,0,5,0,110
110.7,100,0,10.2,1,17,1,100
95.7,120,2,4.8,0,1,0,110
92.1,120,1,8.8,0,10,0,120
71.9,80,0,9.6,2,4,0,80
77.0,100,2,4.0,1,16,0,90
75.5,80,0,9.4,2,4,0,80
20.5,30,1,7.2,4,2,0,30
99.4,100,1,7.6,1,18,0,100
61.5,80,0,10.7,2,7,0,80
105.7,120,2,5.3,0,10,0,110
120.8,100,4,1.3,1,2,1,85
50.9,80,5,4.6,2,2,0,55
9.4,30,2,5.0,4,0,0,20
56.8,80,1,8.0,2,23,0,80
167.1,120,0,9.7,0,12,1,120
71.9,80,0,10.7,2,9,0,80
165.5,120,1,7.6,0,5,1,120
92.9,100,1,7.2,1,10,0,100
42.0,60,4,1.6,3,7,0,45
150.1,120,1,8.4,0,18,1,120
64.7,80,1,8.3,2,10,0,80
60.0,60,1,7.4,3,5,0,60
104.4,80,4,1.2,2,11,1,65
158.7,120,2,5.3,0,17,1,110
5.5,30,2,5.4,4,2,0,20
59.3,80,0,9.7,2,12,0,80
74.0,60,3,3.7,3,3,1,40
148.4,100,0,11.0,1,8,1,100
74.7,80,4,1.4,2,15,1,65
65.3,80,1,8.2,2,11,0,80
72.6,100,1,7.0,1,19,0,100
99.3,120,1,8.4,0,6,0,120
89.1,80,2,4.8,2,11,1,70
25.3,30,0,9.4,4,7,0,30
42.9,60,4,2.5,3,20,0,45
117.4,120,1,8.6,0,14,0,120
33.4,60,0,9.2,3,1,0,60
73.4,30,0,9.1,4,10,1,30
43.1,60,1,7.7,3,23,0,60
100.5,120,1,8.3,0,20,0,120
5.0,30,1,8.6,4,4,0,30
83.6,100,2,5.1,1,22,0,90
93.1,80,1,8.2,2,5,1,80
76.4,80,5,4.6,2,18,1,55
10.9,30,1,8.1,4,13,0,30
5.6,30,3,3.2,4,6,0,20
14.3,30,0,10.0,4,11,0,30
106.2,120,1,8.8,0,16,0,120
64.3,30,0,9.5,4,3,1,30
117.0,120,1,7.5,0,19,0,120
97.7,100,4,1.3,1,21,1,85
65.4,80,0,10.6,2,21,0,80
88.0,80,0,9.8,2,9,1,80
50.7,60,4,1.7,3,23,1,45
67.6,80,0,11.0,2,0,0,80
42.1,30,2,5.9,4,22,1,20
71.5,100,1,8.9,1,3,0,100
96.1,100,4,1.3,1,12,1,85
36.2,30,0,10.8,4,5,1,30
105.4,120,0,9.7,0,14,0,120
67.6,60,1,7.0,3,13,1,60
31.1,60,5,3.8,3,2,0,35
92.4,80,1,8.0,2,23,1,80
44.8,60,0,9.2,3,18,0,60
84.4,100,2,5.1,1,5,0,90
23.4,30,5,4.6,4,1,1,20
95.2,120,4,1.8,0,8,0,105
112.6,80,5,3.7,2,12,1,55
145.9,120,0,9.7,0,17,1,120
67.5,80,0,10.8,2,11,0,80
31.2,60,2,4.1,3,20,0,50
5.0,30,3,2.9,4,21,0,20
65.1,60,0,9.5,3,3,1,60
118.2,80,0,10.8,2,22,1,80
77.3,30,3,2.2,4,6,1,20
64.6,80,0,9.8,2,11,0,80
39.2,60,1,7.8,3,22,0,60
45.3,60,1,8.8,3,10,0,60
126.0,80,1,7.4,2,6,1,80
81.0,60,2,5.3,3,9,1,50
73.3,100,1,7.3,1,8,0,100
94.7,60,2,5.9,3,1,1,50
39.4,60,1,8.2,3,4,0,60
67.0,30,1,8.3,4,9,1,30
69.9,30,2,4.9,4,13,1,20
51.6,80,0,9.7,2,15,0,80
97.5,60,0,9.4,3,1,1,60
97.7,80,0,10.2,2,18,1,80
71.4,80,0,10.9,2,22,0,80
69.6,30,1,7.7,4,8,1,30
26.7,30,4,2.8,4,13,1,20
20.1,30,2,4.3,4,14,1,20
107.2,120,3,3.9,0,18,1,100
49.9,30,1,7.7,4,7,1,30
35.3,30,1,7.8,4,14,1,30
52.8,80,1,7.9,2,7,0,80
59.5,80,0,10.4,2,3,0,80
75.4,60,0,10.4,3,5,1,60
70.5,60,1,8.0,3,10,1,60
60.9,30,5,4.0,4,11,1,20
77.0,80,0,9.1,2,23,0,80
70.5,60,0,9.6,3,8,1,60
102.4,60,3,2.7,3,17,1,40
114.1,80,0,10.1,2,16,1,80
54.2,30,3,3.1,4,20,1,20
68.0,80,2,5.4,2,2,0,70
50.8,80,5,4.4,2,12,0,55
152.4,120,1,7.5,0,5,1,120
50.0,80,2,5.5,2,13,0,70
57.2,60,1,7.0,3,0,0,60
7.9,30,2,5.4,4,3,0,20
76.9,100,1,7.2,1,21,0,100
118.8,80,0,10.5,2,17,1,80
95.0,100,1,8.1,1,10,0,100
39.8,60,1,7.9,3,10,0,60
11.4,30,3,3.4,4,7,1,20
31.4,60,2,4.1,3,3,0,50
49.5,60,2,4.4,3,1,0,50
99.0,60,0,10.2,3,0,1,60
166.6,120,2,5.7,0,23,1,110
52.9,60,1,7.8,3,9,0,60
91.8,60,4,1.5,3,16,1,45
89.4,60,4,2.0,3,6,1,45
6.2,30,0,10.2,4,6,0,30
46.3,60,3,2.8,3,12,1,40
49.7,60,0,10.8,3,21,0,60
28.9,30,1,8.0,4,23,0,30
24.7,30,1,7.1,4,0,0,30
89.0,60,0,9.4,3,0,1,60
145.7,120,2,4.9,0,12,1,110
105.5,80,0,10.4,2,0,1,80
101.2,60,0,9.4,3,5,1,60
115.2,120,1,9.0,0,22,0,120
125.8,120,2,4.6,0,9,1,110
110.6,120,4,2.1,0,20,1,105
93.0,60,2,4.0,3,0,1,50
78.1,80,2,5.8,2,4,1,70
101.6,80,1,8.6,2,21,1,80
108.1,120,0,9.4,0,1,0,120
57.4,60,0,10.9,3,2,0,60
75.6,100,1,7.6,1,22,0,100
83.2,100,2,5.4,1,2,0,90
97.7,60,1,8.6,3,17,1,60
54.1,60,2,5.5,3,22,1,50
52.1,80,1,8.8,2,7,0,80
47.5,60,0,10.7,3,8,0,60
97.6,100,0,11.0,1,1,0,100
35.9,60,4,1.4,3,1,0,45
88.0,100,2,4.6,1,15,0,90
98.4,100,4,2.3,1,6,1,85
38.5,60,0,10.5,3,3,0,60
38.7,60,5,4.1,3,4,1,35
76.9,100,0,9.1,1,0,0,100
154.3,120,0,10.7,0,21,1,120
57.3,60,5,4.9,3,9,1,35
103.7,60,0,9.8,3,12,1,60
122.1,100,2,4.4,1,23,1,90
71.3,60,0,9.0,3,14,1,60
140.7,120,1,7.5,0,0,1,120
51.0,80,4,2.4,2,17,0,65
100.9,120,0,10.8,0,22,0,120
60.1,80,2,4.2,2,13,0,70
93.5,120,0,10.1,0,17,0,120
64.0,80,2,5.4,2,21,0,70
66.2,80,0,9.6,2,11,0,80
104.2,80,0,10.1,2,11,1,80
90.8,120,0,10.4,0,4,0,120
73.4,80,0,10.7,2,6,0,80
102.7,60,4,1.9,3,23,1,45
66.5,80,1,8.5,2,12,0,80
37.8,60,0,9.6,3,8,0,60
74.0,80,1,7.4,2,5,0,80
95.6,80,0,9.4,2,20,1,80
49.6,60,2,4.7,3,6,0,50
27.4,30,5,3.1,4,17,1,20
112.3,120,1,7.6,0,14,0,120
95.8,120,4,2.3,0,7,0,105
56.4,60,1,8.3,3,19,0,60
26.2,30,0,9.1,4,15,0,30
36.8,30,2,4.6,4,16,1,20
76.2,80,1,8.1,2,2,0,80
97.4,80,2,4.6,2,12,1,70
40.3,60,4,1.8,3,8,0,45
33.6,60,1,8.4,3,19,0,60
80.0,60,4,1.0,3,14,1,45
28.4,30,3,2.6,4,15,1,20
105.3,60,1,7.3,3,15,1,60
126.5,80,2,4.3,2,18,1,70
125.0,80,0,10.9,2,3,1,80
42.8,60,5,3.8,3,18,1,35
97.3,80,2,5.1,2,18,1,70
69.3,80,0,10.5,2,1,0,80
140.9,120,0,9.1,0,5,1,120
143.2,100,2,4.5,1,12,1,90
75.8,80,0,10.7,2,14,0,80
46.5,60,0,10.7,3,9,0,60
91.8,100,1,7.7,1,21,0,100
121.0,80,0,9.7,2,9,1,80
74.8,100,1,8.5,1,3,0,100
126.4,120,0,9.6,0,13,1,120
76.4,30,0,9.2,4,7,1,30
5.0,30,2,4.5,4,5,0,20
108.1,120,1,7.8,0,11,0,120
54.9,60,0,9.1,3,7,0,60
78.8,100,0,10.0,1,5,0,100
49.4,30,1,8.5,4,14,1,30
79.3,100,0,10.0,1,18,0,100
88.7,100,0,9.1,1,13,0,100
109.3,60,0,9.9,3,2,1,60
44.1,60,3,3.4,3,17,1,40
127.0,100,3,2.1,1,9,1,80
52.2,60,3,2.1,3,13,1,40
113.9,120,2,4.7,0,13,1,110
5.0,30,2,4.4,4,21,0,20
150.0,120,1,8.9,0,6,1,120
5.0,30,2,5.2,4,6,0,20
52.8,80,0,9.6,2,20,0,80
64.2,80,2,5.4,2,21,0,70
64.4,30,3,2.7,4,22,1,20
50.7,30,1,7.3,4,10,1,30
45.1,60,1,7.5,3,17,0,60
156.2,120,0,10.3,0,9,1,120
72.7,80,2,4.1,2,14,1,70
66.4,80,2,4.5,2,11,0,70
103.9,80,4,1.4,2,22,1,65
47.6,60,0,9.4,3,16,0,60
105.7,120,3,3.4,0,21,1,100
51.3,60,1,8.7,3,23,0,60
56.0,60,4,2.4,3,16,1,45
116.7,120,1,8.3,0,0,0,120
35.2,60,1,8.8,3,5,0,60
102.4,60,1,7.1,3,20,1,60
57.1,60,2,4.3,3,14,1,50
101.5,120,5,3.8,0,18,1,95
33.4,60,0,9.7,3,13,0,60
137.3,100,0,9.8,1,9,1,100
109.9,80,5,3.4,2,9,1,55
95.6,60,1,7.3,3,22,1,60
59.8,60,2,5.0,3,6,1,50
156.6,120,1,8.9,0,6,1,120
39.8,60,0,9.8,3,13,0,60
19.1,30,3,2.1,4,14,1,20
74.4,100,2,5.4,1,21,0,90
5.3,30,0,9.6,4,19,0,30
68.0,60,0,9.5,3,8,1,60
109.1,60,4,1.6,3,14,1,45
96.5,100,0,10.4,1,8,0,100
78.7,100,4,2.6,1,22,0,85
50.6,30,0,10.2,4,6,1,30
128.9,80,1,7.6,2,23,1,80
156.1,120,5,3.6,0,10,1,95
34.1,60,2,4.2,3,4,0,50
110.7,120,1,8.9,0,8,0,120
53.8,60,2,5.3,3,5,1,50
34.9,60,0,9.1,3,6,0,60
29.7,30,0,10.3,4,22,0,30
49.3,60,5,3.9,3,22,1,35
103.7,120,3,3.9,0,13,1,100
72.7,80,2,5.6,2,18,1,70
50.4,60,1,7.3,3,21,0,60
53.3,80,0,10.4,2,21,0,80
57.9,30,0,10.0,4,10,1,30
48.2,60,1,7.4,3,6,0,60
104.0,120,3,3.4,0,5,1,100
74.2,30,1,8.1,4,3,1,30
109.6,120,4,1.1,0,13,1,105
152.7,120,0,10.3,0,21,1,120
46.8,60,1,8.3,3,2,0,60
13.9,30,0,9.3,4,16,0,30
51.1,80,1,7.7,2,14,0,80
82.6,100,0,10.2,1,0,0,100
126.8,80,5,3.3,2,20,1,55
85.0,100,0,10.7,1,10,0,100
142.7,100,4,1.1,1,12,1,85
129.4,100,1,7.2,1,23,1,100
101.2,60,5,3.2,3,2,1,35
21.2,30,1,8.1,4,12,0,30
113.0,100,5,4.2,1,17,1,75
95.5,100,0,9.8,1,23,0,100
102.8,60,2,4.6,3,8,1,50
91.2,60,4,2.6,3,1,1,45
26.4,30,0,9.1,4,7,0,30
84.5,100,0,9.6,1,1,0,100
118.3,120,1,7.1,0,22,0,120
103.2,80,5,3.0,2,23,1,55
72.2,60,1,7.7,3,0,1,60
68.1,80,1,7.4,2,23,0,80
43.2,60,0,9.5,3,2,0,60
135.9,100,0,10.6,1,16,1,100
76.6,80,3,2.3,2,6,1,60
93.2,60,0,10.6,3,9,1,60
55.4,80,2,5.4,2,18,0,70
33.7,60,4,1.7,3,23,0,45
103.6,80,0,10.1,2,8,1,80
123.5,100,2,4.9,1,17,1,90
141.2,100,0,9.3,1,14,1,100
56.5,80,2,5.8,2,16,0,70
102.1,120,0,10.1,0,23,0,120
95.1,60,2,5.8,3,21,1,50
77.4,60,0,10.6,3,16,1,60
127.7,80,1,7.2,2,18,1,80
93.8,120,1,7.4,0,8,0,120
11.6,30,0,9.3,4,5,0,30
91.2,100,2,5.7,1,18,1,90
106.0,120,0,10.7,0,7,0,120
122.1,80,2,5.1,2,5,1,70
101.0,60,0,9.2,3,16,1,60
83.0,100,2,4.3,1,5,0,90
84.7,60,0,10.6,3,12,1,60
90.4,80,1,8.9,2,20,1,80
108.2,120,0,9.4,0,23,0,120
107.2,100,2,4.0,1,1,1,90
41.4,60,0,9.7,3,11,0,60
51.8,60,4,1.1,3,6,1,45
152.8,120,4,2.7,0,5,1,105
99.2,100,0,10.0,1,16,0,100
36.0,60,2,5.3,3,7,0,50
65.5,60,0,9.8,3,5,1,60
72.9,100,1,7.7,1,18,0,100
79.4,60,2,4.4,3,20,1,50
79.8,100,2,5.5,1,22,0,90
77.4,100,2,5.4,1,8,0,90
148.4,120,0,9.7,0,19,1,120
31.5,60,1,7.6,3,15,0,60
57.5,80,0,9.0,2,17,0,80
37.6,60,2,4.1,3,18,0,50
53.5,60,1,8.2,3,6,0,60
32.5,60,2,5.0,3,7,0,50
81.9,100,0,9.9,1,20,0,100
135.5,100,0,10.7,1,18,1,100
37.9,30,0,10.0,4,0,1,30
82.5,60,0,9.8,3,12,1,60
37.2,60,0,9.3,3,0,0,60
159.3,120,3,3.6,0,10,1,100
61.8,80,4,2.2,2,1,0,65
37.8,60,1,7.2,3,20,0,60
162.1,120,1,8.3,0,2,1,120
53.0,60,0,9.9,3,12,0,60
127.2,80,4,2.6,2,6,1,65
106.4,120,0,10.8,0,1,0,120
147.0,100,5,4.2,1,1,1,75
119.9,100,1,8.5,1,2,1,100
148.0,120,0,9.1,0,12,1,120
75.1,60,4,2.1,3,11,1,45
97.8,100,0,10.5,1,0,0,100
92.0,100,1,8.0,1,17,0,100
77.2,30,1,8.2,4,4,1,30
52.1,80,0,10.8,2,18,0,80
52.8,80,1,7.4,2,9,0,80
30.1,60,2,4.2,3,5,0,50
9.1,30,2,5.4,4,17,0,20
167.3,120,0,10.6,0,14,1,120
52.5,80,5,4.7,2,13,0,55
88.2,60,0,10.3,3,23,1,60
123.7,100,0,10.7,1,15,1,100
85.2,60,0,10.4,3,3,1,60
5.0,30,0,9.2,4,18,0,30
60.5,30,0,10.5,4,20,1,30
146.1,100,5,3.4,1,7,1,75
92.4,100,0,9.5,1,0,0,100
15.6,30,0,9.8,4,19,0,30
50.8,80,0,9.6,2,21,0,80
107.5,100,2,4.6,1,21,1,90
33.5,60,4,1.3,3,12,0,45
97.6,100,0,9.6,1,8,0,100
80.4,100,0,9.0,1,0,0,100
73.0,30,0,9.9,4,14,1,30
121.4,100,0,10.5,1,14,1,100
102.8,120,0,10.7,0,13,0,120
116.0,100,1,8.6,1,4,1,100
58.4,60,0,9.8,3,16,0,60
93.1,120,1,8.5,0,5,0,120
125.3,80,0,9.6,2,8,1,80
47.2,60,5,3.1,3,19,1,35
74.0,60,4,2.4,3,18,1,45
87.5,100,1,8.3,1,22,0,100
50.1,60,1,8.6,3,20,0,60
142.6,100,1,8.2,1,16,1,100
38.8,60,1,7.3,3,6,0,60
89.2,80,2,5.7,2,7,1,70
103.5,120,1,8.3,0,14,0,120
32.8,60,4,2.6,3,5,0,45
72.5,100,5,4.5,1,0,0,75
136.9,100,0,9.6,1,8,1,100
66.1,80,1,7.1,2,6,0,80
43.4,60,0,9.4,3,21,0,60
77.5,100,0,9.2,1,19,0,100
99.0,100,1,7.5,1,18,0,100
112.4,120,0,9.9,0,3,0,120
85.9,80,4,2.8,2,0,1,65
71.3,80,0,10.7,2,8,0,80
77.5,100,1,8.4,1,1,0,100
111.2,120,2,4.0,0,15,1,110
72.4,80,2,4.7,2,1,1,70
55.2,60,1,8.4,3,2,0,60
69.4,60,4,1.3,3,13,1,45
5.0,30,1,8.6,4,12,0,30
144.7,120,1,8.8,0,16,1,120
51.3,30,0,9.7,4,9,1,30
86.9,100,1,8.4,1,2,0,100
5.0,30,3,2.3,4,3,0,20
89.9,100,2,5.4,1,4,0,90
59.1,80,4,1.0,2,10,0,65
69.0,80,1,7.3,2,5,0,80
63.5,80,0,10.4,2,0,0,80
32.8,60,0,10.4,3,18,0,60
59.0,60,0,10.3,3,6,0,60
12.8,30,2,5.0,4,22,0,20
37.1,60,3,3.3,3,9,0,40
56.4,80,0,10.5,2,11,0,80
146.9,120,1,8.9,0,11,1,120
7.0,30,1,8.8,4,0,0,30
51.4,60,1,8.6,3,8,0,60
38.0,60,0,10.4,3,16,0,60
128.3,80,0,10.1,2,22,1,80
63.7,80,0,9.2,2,11,0,80
5.0,30,0,9.3,4,1,0,30
86.8,100,0,10.6,1,8,0,100
74.2,100,0,10.6,1,11,0,100
145.9,100,2,5.2,1,3,1,90
95.0,60,0,9.9,3,21,1,60
111.6,120,5,3.1,0,11,1,95
156.8,120,0,9.7,0,17,1,120
143.6,100,0,9.8,1,2,1,100
100.8,80,1,8.0,2,21,1,80
96.0,80,0,10.9,2,0,1,80
112.4,120,4,1.2,0,22,1,105
7.6,30,0,10.0,4,17,0,30
74.7,30,5,3.7,4,23,1,20
131.5,100,4,3.0,1,20,1,85
41.1,60,1,8.7,3,22,0,60
32.1,60,1,7.9,3,7,0,60
82.7,100,2,6.0,1,18,0,90
90.4,100,1,8.0,1,21,0,100
54.4,80,2,4.3,2,3,0,70
91.9,80,0,10.1,2,22,1,80
81.7,100,0,9.5,1,15,0,100
92.5,60,1,8.3,3,16,1,60
93.6,80,1,8.9,2,22,1,80
43.8,60,4,2.6,3,8,0,45
149.2,100,0,9.5,1,7,1,100
58.7,80,3,2.6,2,19,0,60
124.1,100,0,9.1,1,18,1,100
54.5,80,1,7.6,2,6,0,80
81.0,60,0,9.2,3,11,1,60
105.1,60,1,8.0,3,0,1,60
63.1,80,0,10.4,2,23,0,80
32.6,60,1,8.5,3,16,0,60
35.6,30,3,2.1,4,22,1,20
67.1,60,1,7.7,3,5,1,60
150.7,120,1,7.6,0,23,1,120
47.4,60,4,1.2,3,21,1,45
96.2,120,2,4.7,0,4,0,110
16.7,30,1,7.6,4,19,0,30
70.1,80,0,10.3,2,6,0,80
68.5,80,4,2.8,2,21,1,65
153.2,120,1,7.9,0,21,1,120
103.4,80,0,10.5,2,11,1,80
5.0,30,0,9.3,4,4,0,30
104.3,120,3,3.8,0,1,1,100
73.3,80,0,9.3,2,3,0,80
5.7,30,5,3.4,4,16,1,20
60.7,80,0,9.2,2,7,0,80
61.8,80,3,2.6,2,19,1,60
66.3,60,1,8.1,3,4,1,60
89.9,80,1,9.0,2,16,1,80
125.8,100,4,2.6,1,19,1,85
151.3,120,1,7.8,0,3,1,120
45.1,60,1,8.2,3,20,0,60
21.2,30,0,10.2,4,17,0,30
112.5,120,0,10.6,0,17,0,120
70.5,100,0,10.5,1,17,0,100
50.2,80,2,5.1,2,15,0,70
57.7,60,0,10.3,3,10,0,60
148.1,100,0,10.5,1,7,1,100
26.3,30,1,7.3,4,11,0,30
105.0,120,2,4.4,0,17,0,110
55.4,30,2,5.4,4,21,1,20
53.0,60,0,10.7,3,17,0,60
103.9,60,0,9.8,3,7,1,60
75.3,80,5,5.0,2,15,1,55
37.9,60,0,9.4,3,16,0,60
96.5,100,4,1.8,1,1,1,85
127.0,120,4,1.8,0,20,1,105
87.7,80,3,3.9,2,21,1,60
29.5,30,0,9.6,4,14,0,30
35.7,60,3,2.9,3,21,0,40
67.7,80,3,2.4,2,23,1,60
31.5,60,1,8.0,3,6,0,60
93.0,120,0,10.7,0,0,0,120
58.0,60,0,9.6,3,1,0,60
107.3,60,0,10.6,3,3,1,60
47.3,60,1,8.8,3,15,0,60
92.1,80,1,7.1,2,11,1,80
25.0,30,1,8.5,4,16,0,30
5.0,30,1,7.5,4,23,0,30
93.4,60,1,7.4,3,3,1,60
76.8,80,2,5.2,2,15,1,70
45.5,60,4,2.4,3,6,1,45
77.0,60,0,9.8,3,22,1,60
57.3,80,1,7.1,2,7,0,80
96.7,100,0,10.8,1,8,0,100
74.8,80,2,5.5,2,13,1,70
58.7,60,2,4.5,3,22,1,50
106.5,80,5,4.0,2,8,1,55
112.7,100,0,9.1,1,14,1,100
109.2,60,5,3.7,3,20,1,35
54.8,80,0,10.0,2,3,0,80
111.2,120,2,5.0,0,2,1,110
59.8,80,0,9.4,2,21,0,80
21.1,30,4,2.6,4,9,1,20
80.1,60,1,7.6,3,3,1,60
108.5,100,2,5.2,1,17,1,90
18.9,30,4,1.5,4,10,1,20
111.6,120,0,9.9,0,18,0,120
29.0,30,0,9.4,4,18,0,30
121.4,100,4,2.3,1,17,1,85
140.9,120,0,9.9,0,12,1,120
77.8,80,0,9.0,2,3,0,80
74.1,80,1,7.1,2,2,0,80
59.7,80,1,7.9,2,15,0,80
39.2,60,0,9.4,3,13,0,60
55.6,60,0,10.2,3,9,0,60
124.5,80,0,9.8,2,5,1,80
56.2,80,1,8.3,2,7,0,80
140.7,120,4,2.9,0,23,1,105
165.3,120,5,4.1,0,15,1,95
34.3,60,2,5.6,3,9,0,50
109.8,120,0,10.5,0,21,0,120
40.9,60,4,2.8,3,20,0,45
67.4,80,1,7.4,2,6,0,80
77.7,100,0,10.7,1,18,0,100
53.9,80,4,2.8,2,17,0,65
112.1,100,3,2.8,1,12,1,80
103.9,80,2,4.6,2,7,1,70
37.3,60,2,5.9,3,13,0,50
68.7,80,0,10.3,2,8,0,80
103.7,120,0,9.8,0,11,0,120
40.2,60,2,5.6,3,5,0,50
80.6,100,0,9.6,1,19,0,100
37.2,60,1,7.4,3,21,0,60
107.9,80,3,3.1,2,22,1,60
70.9,80,3,3.1,2,11,1,60
6.5,30,1,8.7,4,23,0,30
52.4,60,3,2.9,3,18,1,40
119.1,120,4,2.6,0,11,1,105
76.5,100,2,4.6,1,21,0,90
26.9,30,0,10.2,4,21,0,30
92.7,120,0,9.4,0,6,0,120
56.4,80,0,9.8,2,14,0,80
42.8,60,0,10.7,3,15,0,60
84.7,60,0,9.4,3,3,1,60
46.4,60,0,10.6,3,5,0,60
33.2,60,1,7.6,3,15,0,60
35.1,60,4,1.1,3,14,0,45
103.4,60,0,9.2,3,1,1,60
79.5,60,2,5.5,3,23,1,50
60.5,80,2,4.5,2,2,0,70
70.8,80,0,10.3,2,14,0,80
85.6,60,4,2.4,3,7,1,45
62.0,30,1,7.7,4,11,1,30
80.7,100,1,7.9,1,21,0,100
92.6,100,3,2.8,1,1,1,80
54.6,30,0,10.9,4,14,1,30
42.6,60,2,4.6,3,7,0,50
83.7,100,0,9.4,1,21,0,100
39.7,60,4,1.7,3,10,0,45
12.5,30,1,8.3,4,16,0,30
65.8,60,2,5.4,3,21,1,50
67.8,60,0,10.8,3,20,1,60
94.4,100,2,5.8,1,21,1,90
18.0,30,3,2.6,4,0,1,20
